Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,70.18000030517578,71.44000244140625,69.58999633789062,71.44000244140625,1410700,0.0,0.0
2020-01-03 00:00:00-05:00,70.54000091552734,70.98999786376953,70.05999755859375,70.41999816894531,1317600,0.0,0.0
2020-01-06 00:00:00-05:00,69.9800033569336,70.97000122070312,69.6500015258789,70.8499984741211,1544700,0.0,0.0
2020-01-07 00:00:00-05:00,70.45999908447266,71.27999877929688,69.94000244140625,71.06999969482422,1664600,0.0,0.0
2020-01-08 00:00:00-05:00,71.27999877929688,72.76000213623047,70.95999908447266,72.27999877929688,1763100,0.0,0.0
2020-01-09 00:00:00-05:00,72.81999969482422,73.69000244140625,72.55999755859375,73.36000061035156,1514400,0.0,0.0
2020-01-10 00:00:00-05:00,73.4000015258789,73.58000183105469,72.66999816894531,73.02999877929688,950000,0.0,0.0
2020-01-13 00:00:00-05:00,73.52999877929688,73.94999694824219,72.94999694824219,73.38999938964844,1156400,0.0,0.0
2020-01-14 00:00:00-05:00,73.4000015258789,73.47000122070312,72.41000366210938,72.61000061035156,1023800,0.0,0.0
2020-01-15 00:00:00-05:00,72.6500015258789,73.0999984741211,71.66000366210938,71.94000244140625,1333600,0.0,0.0
2020-01-16 00:00:00-05:00,72.33000183105469,73.06999969482422,72.02999877929688,73.05999755859375,1242100,0.0,0.0
2020-01-17 00:00:00-05:00,73.37999725341797,73.83000183105469,72.6500015258789,73.7300033569336,1893500,0.0,0.0
2020-01-21 00:00:00-05:00,73.41000366210938,74.87000274658203,73.2300033569336,74.5999984741211,1630800,0.0,0.0
2020-01-22 00:00:00-05:00,75.0,75.36000061035156,74.51000213623047,74.80000305175781,1156600,0.0,0.0
2020-01-23 00:00:00-05:00,74.91999816894531,75.55000305175781,74.19999694824219,75.41999816894531,994300,0.0,0.0
2020-01-24 00:00:00-05:00,75.94000244140625,76.30999755859375,74.06999969482422,74.58000183105469,957100,0.0,0.0
2020-01-27 00:00:00-05:00,72.48999786376953,73.27999877929688,71.76000213623047,72.62000274658203,1259900,0.0,0.0
2020-01-28 00:00:00-05:00,73.08999633789062,74.51000213623047,72.87999725341797,74.18000030517578,1298100,0.0,0.0
2020-01-29 00:00:00-05:00,74.5,74.6500015258789,73.05000305175781,73.13999938964844,1241500,0.0,0.0
2020-01-30 00:00:00-05:00,72.45999908447266,73.20999908447266,72.0999984741211,73.16000366210938,1033200,0.0,0.0
2020-01-31 00:00:00-05:00,72.86000061035156,73.05000305175781,71.36000061035156,72.11000061035156,2452600,0.0,0.0
2020-02-03 00:00:00-05:00,72.48999786376953,73.23999786376953,72.45999908447266,72.83000183105469,1405900,0.0,0.0
2020-02-04 00:00:00-05:00,73.95999908447266,74.77999877929688,73.68000030517578,74.41999816894531,1371900,0.0,0.0
2020-02-05 00:00:00-05:00,75.38999938964844,75.38999938964844,73.8499984741211,74.31999969482422,1666800,0.0,0.0
2020-02-06 00:00:00-05:00,74.91000366210938,75.36000061035156,74.37999725341797,74.54000091552734,911600,0.0,0.0
2020-02-07 00:00:00-05:00,74.0199966430664,74.4000015258789,73.51000213623047,73.55000305175781,1157700,0.0,0.0
2020-02-10 00:00:00-05:00,73.3499984741211,74.66000366210938,72.9800033569336,74.62999725341797,1302900,0.0,0.0
2020-02-11 00:00:00-05:00,75.04000091552734,75.87999725341797,74.68000030517578,75.70999908447266,1419600,0.0,0.0
2020-02-12 00:00:00-05:00,76.0,77.22000122070312,75.83000183105469,77.0999984741211,1932800,0.0,0.0
2020-02-13 00:00:00-05:00,77.0,79.58999633789062,75.2699966430664,79.25,3253100,0.0,0.0
2020-02-14 00:00:00-05:00,79.55999755859375,79.69000244140625,78.36000061035156,78.76000213623047,1329700,0.0,0.0
2020-02-18 00:00:00-05:00,78.18000030517578,79.0,78.05000305175781,78.58000183105469,1540000,0.0,0.0
2020-02-19 00:00:00-05:00,79.0,80.4000015258789,78.87999725341797,80.0199966430664,2212000,0.0,0.0
2020-02-20 00:00:00-05:00,79.45999908447266,79.45999908447266,76.05000305175781,76.97000122070312,2394200,0.0,0.0
2020-02-21 00:00:00-05:00,75.95999908447266,76.58000183105469,74.18000030517578,74.7300033569336,1550300,0.0,0.0
2020-02-24 00:00:00-05:00,71.94999694824219,73.2699966430664,70.87000274658203,71.38999938964844,2361900,0.0,0.0
2020-02-25 00:00:00-05:00,71.9000015258789,72.2699966430664,68.18000030517578,68.44999694824219,2648000,0.0,0.0
2020-02-26 00:00:00-05:00,69.0999984741211,70.05999755859375,68.18000030517578,68.87999725341797,2477300,0.0,0.0
2020-02-27 00:00:00-05:00,66.75,68.55999755859375,65.66000366210938,65.83999633789062,2678900,0.0,0.0
2020-02-28 00:00:00-05:00,63.5099983215332,66.30999755859375,63.2400016784668,66.13999938964844,4698200,0.0,0.0
2020-03-02 00:00:00-05:00,66.66000366210938,68.37999725341797,65.01000213623047,68.36000061035156,2711100,0.0,0.0
2020-03-03 00:00:00-05:00,67.87000274658203,68.80999755859375,65.47000122070312,66.2300033569336,3162500,0.0,0.0
2020-03-04 00:00:00-05:00,67.63999938964844,70.38999938964844,67.2300033569336,70.2699966430664,2364400,0.0,0.0
2020-03-05 00:00:00-05:00,67.79000091552734,69.62000274658203,66.83000183105469,67.83999633789062,2163700,0.0,0.0
2020-03-06 00:00:00-05:00,64.69999694824219,65.81999969482422,62.97999954223633,64.7300033569336,3361000,0.0,0.0
2020-03-09 00:00:00-04:00,61.68000030517578,64.16999816894531,58.04999923706055,59.75,2793500,0.0,0.0
2020-03-10 00:00:00-04:00,61.279998779296875,62.91999816894531,59.86000061035156,62.91999816894531,2809600,0.0,0.0
2020-03-11 00:00:00-04:00,61.29999923706055,62.709999084472656,60.380001068115234,62.22999954223633,2918300,0.0,0.0
2020-03-12 00:00:00-04:00,58.060001373291016,62.63999938964844,56.81999969482422,56.939998626708984,4756600,0.0,0.0
2020-03-13 00:00:00-04:00,59.279998779296875,62.470001220703125,55.5,62.470001220703125,3988500,0.0,0.0
2020-03-16 00:00:00-04:00,55.7599983215332,57.97999954223633,54.099998474121094,54.599998474121094,3071600,0.0,0.0
2020-03-17 00:00:00-04:00,55.880001068115234,59.11000061035156,53.38999938964844,58.939998626708984,2719400,0.0,0.0
2020-03-18 00:00:00-04:00,55.0,55.720001220703125,51.38999938964844,54.31999969482422,3137600,0.0,0.0
2020-03-19 00:00:00-04:00,53.7400016784668,57.61000061035156,52.150001525878906,55.720001220703125,2584900,0.0,0.0
2020-03-20 00:00:00-04:00,56.900001525878906,58.560001373291016,54.56999969482422,55.08000183105469,3393500,0.0,0.0
2020-03-23 00:00:00-04:00,55.0,57.880001068115234,53.15999984741211,55.86000061035156,2954100,0.0,0.0
2020-03-24 00:00:00-04:00,58.93000030517578,63.95000076293945,58.209999084472656,63.34000015258789,4180100,0.0,0.0
2020-03-25 00:00:00-04:00,63.060001373291016,64.5999984741211,60.93000030517578,61.349998474121094,3940100,0.0,0.0
2020-03-26 00:00:00-04:00,61.90999984741211,67.12000274658203,61.38999938964844,66.94000244140625,2781400,0.0,0.0
2020-03-27 00:00:00-04:00,64.45999908447266,65.55000305175781,61.72999954223633,62.279998779296875,2228400,0.0,0.0
2020-03-30 00:00:00-04:00,62.68000030517578,67.37999725341797,62.380001068115234,66.91000366210938,2514300,0.0,0.0
2020-03-31 00:00:00-04:00,66.11000061035156,67.47000122070312,65.33999633789062,66.04000091552734,3451400,0.0,0.0
2020-04-01 00:00:00-04:00,63.43000030517578,66.51000213623047,62.91999816894531,65.23999786376953,2824100,0.0,0.0
2020-04-02 00:00:00-04:00,64.23999786376953,67.06999969482422,63.91999816894531,65.93000030517578,2959100,0.0,0.0
2020-04-03 00:00:00-04:00,65.05000305175781,66.72000122070312,63.7400016784668,63.93000030517578,2554900,0.0,0.0
2020-04-06 00:00:00-04:00,67.5199966430664,69.7699966430664,65.91999816894531,69.41999816894531,2332700,0.0,0.0
2020-04-07 00:00:00-04:00,71.0,71.62000274658203,68.81999969482422,69.05000305175781,2315200,0.0,0.0
2020-04-08 00:00:00-04:00,69.83999633789062,72.26000213623047,69.45999908447266,71.83999633789062,1932500,0.0,0.0
2020-04-09 00:00:00-04:00,71.91000366210938,72.7300033569336,71.06999969482422,71.6500015258789,1954300,0.0,0.0
2020-04-13 00:00:00-04:00,70.97000122070312,71.75,70.4000015258789,71.55000305175781,2521600,0.0,0.0
2020-04-14 00:00:00-04:00,73.0,76.5,72.26000213623047,76.33000183105469,2511000,0.0,0.0
2020-04-15 00:00:00-04:00,74.91000366210938,76.16999816894531,74.2699966430664,75.69999694824219,2245600,0.0,0.0
2020-04-16 00:00:00-04:00,76.01000213623047,79.16999816894531,76.01000213623047,78.58999633789062,2603100,0.0,0.0
2020-04-17 00:00:00-04:00,79.56999969482422,80.45999908447266,78.33000183105469,78.6500015258789,3958600,0.0,0.0
2020-04-20 00:00:00-04:00,77.7300033569336,78.66999816894531,76.7699966430664,77.83999633789062,2300700,0.0,0.0
2020-04-21 00:00:00-04:00,76.43000030517578,76.88999938964844,73.3499984741211,74.58999633789062,2938500,0.0,0.0
2020-04-22 00:00:00-04:00,79.18000030517578,80.55000305175781,77.51000213623047,79.80000305175781,3043100,0.0,0.0
2020-04-23 00:00:00-04:00,79.37000274658203,81.43000030517578,79.30000305175781,79.83000183105469,2273000,0.0,0.0
2020-04-24 00:00:00-04:00,80.8499984741211,81.31999969482422,79.11000061035156,80.5199966430664,2124500,0.0,0.0
2020-04-27 00:00:00-04:00,81.0,81.97000122070312,80.55000305175781,81.30999755859375,1517200,0.0,0.0
2020-04-28 00:00:00-04:00,82.0,82.45999908447266,78.33999633789062,78.47000122070312,2270600,0.0,0.0
2020-04-29 00:00:00-04:00,78.52999877929688,82.77999877929688,78.52999877929688,82.0,2689700,0.0,0.0
2020-04-30 00:00:00-04:00,81.76000213623047,82.61000061035156,80.87999725341797,81.12999725341797,3128900,0.0,0.0
2020-05-01 00:00:00-04:00,79.58999633789062,80.0,75.51000213623047,75.83999633789062,2894600,0.0,0.0
